"state","gender","legal","indigenous","date","count","t"
"NSW","Female","Sentenced","Other","2005/06/01",11,2005-06-01
"NSW","Male","Remamded","ATSI","2005/09/01",324,2005-09-01
"NSW","Female","Remamded","ATSI","2005/09/01",53,2005-09-01
"NSW","Male","Sentenced","ATSI","2005/09/01",NA,2005-09-01
"NSW","Female","Sentenced","ATSI","2005/09/01",NA,2005-09-01
"NSW","Male","Sentenced","ATSI","2005/09/01",1249,2005-09-01
"NSW","Female","Sentenced","ATSI","2005/09/01",123,2005-09-01
"NSW","Male","Remamded","Other","2005/09/01",1332,2005-09-01
"NSW","Female","Remamded","Other","2005/09/01",128,2005-09-01
"NSW","Male","Sentenced","Other","2005/09/01",NA,2005-09-01
"NSW","Female","Sentenced","Other","2005/09/01",NA,2005-09-01
"NSW","Male","Sentenced","Other","2005/09/01",5212,2005-09-01
"NSW","Female","Sentenced","Other","2005/09/01",309,2005-09-01
"NSW","Male","Remamded","Other","2005/09/01",188,2005-09-01
"NSW","Female","Remamded","Other","2005/09/01",5,2005-09-01
"NSW","Male","Sentenced","Other","2005/09/01",NA,2005-09-01
"NSW","Female","Sentenced","Other","2005/09/01",NA,2005-09-01
"NSW","Male","Sentenced","Other","2005/09/01",79,2005-09-01
"NSW","Female","Sentenced","Other","2005/09/01",5,2005-09-01
"NSW","Male","Remamded","ATSI","2005/12/01",334,2005-12-01
"NSW","Female","Remamded","ATSI","2005/12/01",48,2005-12-01
"NSW","Male","Sentenced","ATSI","2005/12/01",NA,2005-12-01
"NSW","Female","Sentenced","ATSI","2005/12/01",NA,2005-12-01
"NSW","Male","Sentenced","ATSI","2005/12/01",1243,2005-12-01
"NSW","Female","Sentenced","ATSI","2005/12/01",129,2005-12-01
"NSW","Male","Remamded","Other","2005/12/01",1389,2005-12-01
"NSW","Female","Remamded","Other","2005/12/01",114,2005-12-01
"NSW","Male","Sentenced","Other","2005/12/01",NA,2005-12-01
"NSW","Female","Sentenced","Other","2005/12/01",NA,2005-12-01
"NSW","Male","Sentenced","Other","2005/12/01",5190,2005-12-01
"NSW","Female","Sentenced","Other","2005/12/01",325,2005-12-01
"NSW","Male","Remamded","Other","2005/12/01",137,2005-12-01
"NSW","Female","Remamded","Other","2005/12/01",10,2005-12-01
"NSW","Male","Sentenced","Other","2005/12/01",NA,2005-12-01
"NSW","Female","Sentenced","Other","2005/12/01",NA,2005-12-01
"NSW","Male","Sentenced","Other","2005/12/01",69,2005-12-01
"NSW","Female","Sentenced","Other","2005/12/01",3,2005-12-01
"NSW","Male","Remamded","ATSI","2006/03/01",391,2006-03-01
"NSW","Female","Remamded","ATSI","2006/03/01",55,2006-03-01
"NSW","Male","Sentenced","ATSI","2006/03/01",NA,2006-03-01
"NSW","Female","Sentenced","ATSI","2006/03/01",NA,2006-03-01
"NSW","Male","Sentenced","ATSI","2006/03/01",1278,2006-03-01
"NSW","Female","Sentenced","ATSI","2006/03/01",120,2006-03-01
"NSW","Male","Remamded","Other","2006/03/01",1406,2006-03-01
"NSW","Female","Remamded","Other","2006/03/01",124,2006-03-01
"NSW","Male","Sentenced","Other","2006/03/01",NA,2006-03-01
"NSW","Female","Sentenced","Other","2006/03/01",NA,2006-03-01
"NSW","Male","Sentenced","Other","2006/03/01",5148,2006-03-01
"NSW","Female","Sentenced","Other","2006/03/01",327,2006-03-01
"NSW","Male","Remamded","Other","2006/03/01",170,2006-03-01
"NSW","Female","Remamded","Other","2006/03/01",12,2006-03-01
"NSW","Male","Sentenced","Other","2006/03/01",NA,2006-03-01
"NSW","Female","Sentenced","Other","2006/03/01",NA,2006-03-01
"NSW","Male","Sentenced","Other","2006/03/01",67,2006-03-01
"NSW","Female","Sentenced","Other","2006/03/01",5,2006-03-01
"NSW","Male","Remamded","ATSI","2006/06/01",402,2006-06-01
"NSW","Female","Remamded","ATSI","2006/06/01",53,2006-06-01
"NSW","Male","Sentenced","ATSI","2006/06/01",NA,2006-06-01
"NSW","Female","Sentenced","ATSI","2006/06/01",NA,2006-06-01
"NSW","Male","Sentenced","ATSI","2006/06/01",1332,2006-06-01
"NSW","Female","Sentenced","ATSI","2006/06/01",137,2006-06-01
"NSW","Male","Remamded","Other","2006/06/01",1428,2006-06-01
"NSW","Female","Remamded","Other","2006/06/01",129,2006-06-01
"NSW","Male","Sentenced","Other","2006/06/01",NA,2006-06-01
"NSW","Female","Sentenced","Other","2006/06/01",NA,2006-06-01
"NSW","Male","Sentenced","Other","2006/06/01",5194,2006-06-01
"NSW","Female","Sentenced","Other","2006/06/01",319,2006-06-01
"NSW","Male","Remamded","Other","2006/06/01",175,2006-06-01
"NSW","Female","Remamded","Other","2006/06/01",12,2006-06-01
"NSW","Male","Sentenced","Other","2006/06/01",NA,2006-06-01
"NSW","Female","Sentenced","Other","2006/06/01",NA,2006-06-01
"NSW","Male","Sentenced","Other","2006/06/01",68,2006-06-01
"NSW","Female","Sentenced","Other","2006/06/01",7,2006-06-01
"NSW","Male","Remamded","ATSI","2006/09/01",365,2006-09-01
"NSW","Female","Remamded","ATSI","2006/09/01",53,2006-09-01
"NSW","Male","Sentenced","ATSI","2006/09/01",NA,2006-09-01
"NSW","Female","Sentenced","ATSI","2006/09/01",NA,2006-09-01
"NSW","Male","Sentenced","ATSI","2006/09/01",1361,2006-09-01
"NSW","Female","Sentenced","ATSI","2006/09/01",153,2006-09-01
"NSW","Male","Remamded","Other","2006/09/01",1471,2006-09-01
"NSW","Female","Remamded","Other","2006/09/01",128,2006-09-01
"NSW","Male","Sentenced","Other","2006/09/01",NA,2006-09-01
"NSW","Female","Sentenced","Other","2006/09/01",NA,2006-09-01
"NSW","Male","Sentenced","Other","2006/09/01",5173,2006-09-01
"NSW","Female","Sentenced","Other","2006/09/01",326,2006-09-01
"NSW","Male","Remamded","Other","2006/09/01",195,2006-09-01
"NSW","Female","Remamded","Other","2006/09/01",21,2006-09-01
"NSW","Male","Sentenced","Other","2006/09/01",NA,2006-09-01
"NSW","Female","Sentenced","Other","2006/09/01",NA,2006-09-01
"NSW","Male","Sentenced","Other","2006/09/01",37,2006-09-01
"NSW","Female","Sentenced","Other","2006/09/01",5,2006-09-01
"NSW","Male","Remamded","ATSI","2006/12/01",378,2006-12-01
"NSW","Female","Remamded","ATSI","2006/12/01",64,2006-12-01
"NSW","Male","Sentenced","ATSI","2006/12/01",NA,2006-12-01
"NSW","Female","Sentenced","ATSI","2006/12/01",NA,2006-12-01
"NSW","Male","Sentenced","ATSI","2006/12/01",1372,2006-12-01
"NSW","Female","Sentenced","ATSI","2006/12/01",139,2006-12-01
"NSW","Male","Remamded","Other","2006/12/01",1487,2006-12-01
"NSW","Female","Remamded","Other","2006/12/01",122,2006-12-01
"NSW","Male","Sentenced","Other","2006/12/01",NA,2006-12-01
"NSW","Female","Sentenced","Other","2006/12/01",NA,2006-12-01
"NSW","Male","Sentenced","Other","2006/12/01",5255,2006-12-01
"NSW","Female","Sentenced","Other","2006/12/01",331,2006-12-01
"NSW","Male","Remamded","Other","2006/12/01",209,2006-12-01
"NSW","Female","Remamded","Other","2006/12/01",32,2006-12-01
"NSW","Male","Sentenced","Other","2006/12/01",NA,2006-12-01
"NSW","Female","Sentenced","Other","2006/12/01",NA,2006-12-01
"NSW","Male","Sentenced","Other","2006/12/01",34,2006-12-01
"NSW","Female","Sentenced","Other","2006/12/01",6,2006-12-01
"NSW","Male","Remamded","ATSI","2007/03/01",389,2007-03-01
"NSW","Female","Remamded","ATSI","2007/03/01",58,2007-03-01
"NSW","Male","Sentenced","ATSI","2007/03/01",NA,2007-03-01
"NSW","Female","Sentenced","ATSI","2007/03/01",NA,2007-03-01
"NSW","Male","Sentenced","ATSI","2007/03/01",1375,2007-03-01
"NSW","Female","Sentenced","ATSI","2007/03/01",134,2007-03-01
"NSW","Male","Remamded","Other","2007/03/01",1523,2007-03-01
"NSW","Female","Remamded","Other","2007/03/01",124,2007-03-01
"NSW","Male","Sentenced","Other","2007/03/01",NA,2007-03-01
"NSW","Female","Sentenced","Other","2007/03/01",NA,2007-03-01
"NSW","Male","Sentenced","Other","2007/03/01",5257,2007-03-01
"NSW","Female","Sentenced","Other","2007/03/01",323,2007-03-01
"NSW","Male","Remamded","Other","2007/03/01",242,2007-03-01
"NSW","Female","Remamded","Other","2007/03/01",35,2007-03-01
"NSW","Male","Sentenced","Other","2007/03/01",NA,2007-03-01
"NSW","Female","Sentenced","Other","2007/03/01",NA,2007-03-01
"NSW","Male","Sentenced","Other","2007/03/01",32,2007-03-01
"NSW","Female","Sentenced","Other","2007/03/01",6,2007-03-01
"NSW","Male","Remamded","ATSI","2007/06/01",397,2007-06-01
"NSW","Female","Remamded","ATSI","2007/06/01",54,2007-06-01
"NSW","Male","Sentenced","ATSI","2007/06/01",NA,2007-06-01
"NSW","Female","Sentenced","ATSI","2007/06/01",NA,2007-06-01
"NSW","Male","Sentenced","ATSI","2007/06/01",1377,2007-06-01
"NSW","Female","Sentenced","ATSI","2007/06/01",150,2007-06-01
"NSW","Male","Remamded","Other","2007/06/01",1557,2007-06-01
"NSW","Female","Remamded","Other","2007/06/01",132,2007-06-01
"NSW","Male","Sentenced","Other","2007/06/01",NA,2007-06-01
"NSW","Female","Sentenced","Other","2007/06/01",NA,2007-06-01
"NSW","Male","Sentenced","Other","2007/06/01",5348,2007-06-01
"NSW","Female","Sentenced","Other","2007/06/01",334,2007-06-01
"NSW","Male","Remamded","Other","2007/06/01",219,2007-06-01
"NSW","Female","Remamded","Other","2007/06/01",23,2007-06-01
"NSW","Male","Sentenced","Other","2007/06/01",NA,2007-06-01
"NSW","Female","Sentenced","Other","2007/06/01",NA,2007-06-01
"NSW","Male","Sentenced","Other","2007/06/01",36,2007-06-01
"NSW","Female","Sentenced","Other","2007/06/01",4,2007-06-01
"NSW","Male","Remamded","ATSI","2007/09/01",385,2007-09-01
"NSW","Female","Remamded","ATSI","2007/09/01",63,2007-09-01
"NSW","Male","Sentenced","ATSI","2007/09/01",NA,2007-09-01
"NSW","Female","Sentenced","ATSI","2007/09/01",NA,2007-09-01
"NSW","Male","Sentenced","ATSI","2007/09/01",1381,2007-09-01
"NSW","Female","Sentenced","ATSI","2007/09/01",155,2007-09-01
"NSW","Male","Remamded","Other","2007/09/01",1538,2007-09-01
"NSW","Female","Remamded","Other","2007/09/01",127,2007-09-01
"NSW","Male","Sentenced","Other","2007/09/01",NA,2007-09-01
"NSW","Female","Sentenced","Other","2007/09/01",NA,2007-09-01
"NSW","Male","Sentenced","Other","2007/09/01",5334,2007-09-01
"NSW","Female","Sentenced","Other","2007/09/01",312,2007-09-01
"NSW","Male","Remamded","Other","2007/09/01",244,2007-09-01
"NSW","Female","Remamded","Other","2007/09/01",21,2007-09-01
"NSW","Male","Sentenced","Other","2007/09/01",NA,2007-09-01
"NSW","Female","Sentenced","Other","2007/09/01",NA,2007-09-01
"NSW","Male","Sentenced","Other","2007/09/01",31,2007-09-01
"NSW","Female","Sentenced","Other","2007/09/01",3,2007-09-01
"NSW","Male","Remamded","ATSI","2007/12/01",401,2007-12-01
"NSW","Female","Remamded","ATSI","2007/12/01",56,2007-12-01
"NSW","Male","Sentenced","ATSI","2007/12/01",NA,2007-12-01
"NSW","Female","Sentenced","ATSI","2007/12/01",NA,2007-12-01
"NSW","Male","Sentenced","ATSI","2007/12/01",1360,2007-12-01
"NSW","Female","Sentenced","ATSI","2007/12/01",149,2007-12-01
"NSW","Male","Remamded","Other","2007/12/01",1588,2007-12-01
"NSW","Female","Remamded","Other","2007/12/01",131,2007-12-01
"NSW","Male","Sentenced","Other","2007/12/01",NA,2007-12-01
"NSW","Female","Sentenced","Other","2007/12/01",NA,2007-12-01
"NSW","Male","Sentenced","Other","2007/12/01",5239,2007-12-01
"NSW","Female","Sentenced","Other","2007/12/01",318,2007-12-01
"NSW","Male","Remamded","Other","2007/12/01",283,2007-12-01
"NSW","Female","Remamded","Other","2007/12/01",12,2007-12-01
"NSW","Male","Sentenced","Other","2007/12/01",NA,2007-12-01
"NSW","Female","Sentenced","Other","2007/12/01",NA,2007-12-01
"NSW","Male","Sentenced","Other","2007/12/01",23,2007-12-01
"NSW","Female","Sentenced","Other","2007/12/01",0,2007-12-01
"NSW","Male","Remamded","ATSI","2008/03/01",455,2008-03-01
"NSW","Female","Remamded","ATSI","2008/03/01",59,2008-03-01
"NSW","Male","Sentenced","ATSI","2008/03/01",NA,2008-03-01
"NSW","Female","Sentenced","ATSI","2008/03/01",NA,2008-03-01
"NSW","Male","Sentenced","ATSI","2008/03/01",1343,2008-03-01
"NSW","Female","Sentenced","ATSI","2008/03/01",146,2008-03-01
"NSW","Male","Remamded","Other","2008/03/01",1608,2008-03-01
"NSW","Female","Remamded","Other","2008/03/01",129,2008-03-01
"NSW","Male","Sentenced","Other","2008/03/01",NA,2008-03-01
"NSW","Female","Sentenced","Other","2008/03/01",NA,2008-03-01
"NSW","Male","Sentenced","Other","2008/03/01",5238,2008-03-01
"NSW","Female","Sentenced","Other","2008/03/01",296,2008-03-01
"NSW","Male","Remamded","Other","2008/03/01",291,2008-03-01
"NSW","Female","Remamded","Other","2008/03/01",11,2008-03-01
"NSW","Male","Sentenced","Other","2008/03/01",NA,2008-03-01
"NSW","Female","Sentenced","Other","2008/03/01",NA,2008-03-01
"NSW","Male","Sentenced","Other","2008/03/01",25,2008-03-01
"NSW","Female","Sentenced","Other","2008/03/01",1,2008-03-01
"NSW","Male","Remamded","ATSI","2008/06/01",442,2008-06-01
"NSW","Female","Remamded","ATSI","2008/06/01",64,2008-06-01
"NSW","Male","Sentenced","ATSI","2008/06/01",NA,2008-06-01
"NSW","Female","Sentenced","ATSI","2008/06/01",NA,2008-06-01
"NSW","Male","Sentenced","ATSI","2008/06/01",1382,2008-06-01
"NSW","Female","Sentenced","ATSI","2008/06/01",162,2008-06-01
"NSW","Male","Remamded","Other","2008/06/01",1601,2008-06-01
"NSW","Female","Remamded","Other","2008/06/01",133,2008-06-01
"NSW","Male","Sentenced","Other","2008/06/01",NA,2008-06-01
"NSW","Female","Sentenced","Other","2008/06/01",NA,2008-06-01
"NSW","Male","Sentenced","Other","2008/06/01",5280,2008-06-01
"NSW","Female","Sentenced","Other","2008/06/01",321,2008-06-01
"NSW","Male","Remamded","Other","2008/06/01",320,2008-06-01
"NSW","Female","Remamded","Other","2008/06/01",11,2008-06-01
"NSW","Male","Sentenced","Other","2008/06/01",NA,2008-06-01
"NSW","Female","Sentenced","Other","2008/06/01",NA,2008-06-01
"NSW","Male","Sentenced","Other","2008/06/01",41,2008-06-01
"NSW","Female","Sentenced","Other","2008/06/01",2,2008-06-01
"NSW","Male","Remamded","ATSI","2008/09/01",413,2008-09-01
"NSW","Female","Remamded","ATSI","2008/09/01",49,2008-09-01
"NSW","Male","Sentenced","ATSI","2008/09/01",NA,2008-09-01
"NSW","Female","Sentenced","ATSI","2008/09/01",NA,2008-09-01
"NSW","Male","Sentenced","ATSI","2008/09/01",1463,2008-09-01
"NSW","Female","Sentenced","ATSI","2008/09/01",165,2008-09-01
"NSW","Male","Remamded","Other","2008/09/01",1643,2008-09-01
"NSW","Female","Remamded","Other","2008/09/01",137,2008-09-01
"NSW","Male","Sentenced","Other","2008/09/01",NA,2008-09-01
"NSW","Female","Sentenced","Other","2008/09/01",NA,2008-09-01
"NSW","Male","Sentenced","Other","2008/09/01",5390,2008-09-01
"NSW","Female","Sentenced","Other","2008/09/01",347,2008-09-01
"NSW","Male","Remamded","Other","2008/09/01",266,2008-09-01
"NSW","Female","Remamded","Other","2008/09/01",15,2008-09-01
"NSW","Male","Sentenced","Other","2008/09/01",NA,2008-09-01
"NSW","Female","Sentenced","Other","2008/09/01",NA,2008-09-01
"NSW","Male","Sentenced","Other","2008/09/01",50,2008-09-01
"NSW","Female","Sentenced","Other","2008/09/01",2,2008-09-01
"NSW","Male","Remamded","ATSI","2008/12/01",431,2008-12-01
"NSW","Female","Remamded","ATSI","2008/12/01",55,2008-12-01
"NSW","Male","Sentenced","ATSI","2008/12/01",NA,2008-12-01
"NSW","Female","Sentenced","ATSI","2008/12/01",NA,2008-12-01
"NSW","Male","Sentenced","ATSI","2008/12/01",1441,2008-12-01
"NSW","Female","Sentenced","ATSI","2008/12/01",150,2008-12-01
"NSW","Male","Remamded","Other","2008/12/01",1641,2008-12-01
"NSW","Female","Remamded","Other","2008/12/01",141,2008-12-01
"NSW","Male","Sentenced","Other","2008/12/01",NA,2008-12-01
"NSW","Female","Sentenced","Other","2008/12/01",NA,2008-12-01
"NSW","Male","Sentenced","Other","2008/12/01",5366,2008-12-01
"NSW","Female","Sentenced","Other","2008/12/01",369,2008-12-01
"NSW","Male","Remamded","Other","2008/12/01",252,2008-12-01
"NSW","Female","Remamded","Other","2008/12/01",12,2008-12-01
"NSW","Male","Sentenced","Other","2008/12/01",NA,2008-12-01
"NSW","Female","Sentenced","Other","2008/12/01",NA,2008-12-01
"NSW","Male","Sentenced","Other","2008/12/01",68,2008-12-01
"NSW","Female","Sentenced","Other","2008/12/01",5,2008-12-01
"NSW","Male","Remamded","ATSI","2009/03/01",506,2009-03-01
"NSW","Female","Remamded","ATSI","2009/03/01",63,2009-03-01
"NSW","Male","Sentenced","ATSI","2009/03/01",NA,2009-03-01
"NSW","Female","Sentenced","ATSI","2009/03/01",NA,2009-03-01
"NSW","Male","Sentenced","ATSI","2009/03/01",1440,2009-03-01
"NSW","Female","Sentenced","ATSI","2009/03/01",156,2009-03-01
"NSW","Male","Remamded","Other","2009/03/01",1747,2009-03-01
"NSW","Female","Remamded","Other","2009/03/01",156,2009-03-01
"NSW","Male","Sentenced","Other","2009/03/01",NA,2009-03-01
"NSW","Female","Sentenced","Other","2009/03/01",NA,2009-03-01
"NSW","Male","Sentenced","Other","2009/03/01",5334,2009-03-01
"NSW","Female","Sentenced","Other","2009/03/01",350,2009-03-01
"NSW","Male","Remamded","Other","2009/03/01",238,2009-03-01
"NSW","Female","Remamded","Other","2009/03/01",15,2009-03-01
"NSW","Male","Sentenced","Other","2009/03/01",NA,2009-03-01
"NSW","Female","Sentenced","Other","2009/03/01",NA,2009-03-01
"NSW","Male","Sentenced","Other","2009/03/01",81,2009-03-01
"NSW","Female","Sentenced","Other","2009/03/01",5,2009-03-01
"NSW","Male","Remamded","ATSI","2009/06/01",491,2009-06-01
"NSW","Female","Remamded","ATSI","2009/06/01",59,2009-06-01
"NSW","Male","Sentenced","ATSI","2009/06/01",NA,2009-06-01
"NSW","Female","Sentenced","ATSI","2009/06/01",NA,2009-06-01
"NSW","Male","Sentenced","ATSI","2009/06/01",1556,2009-06-01
"NSW","Female","Sentenced","ATSI","2009/06/01",181,2009-06-01
"NSW","Male","Remamded","Other","2009/06/01",1731,2009-06-01
"NSW","Female","Remamded","Other","2009/06/01",161,2009-06-01
"NSW","Male","Sentenced","Other","2009/06/01",NA,2009-06-01
"NSW","Female","Sentenced","Other","2009/06/01",NA,2009-06-01
"NSW","Male","Sentenced","Other","2009/06/01",5479,2009-06-01
"NSW","Female","Sentenced","Other","2009/06/01",344,2009-06-01
"NSW","Male","Remamded","Other","2009/06/01",255,2009-06-01
"NSW","Female","Remamded","Other","2009/06/01",16,2009-06-01
"NSW","Male","Sentenced","Other","2009/06/01",NA,2009-06-01
"NSW","Female","Sentenced","Other","2009/06/01",NA,2009-06-01
"NSW","Male","Sentenced","Other","2009/06/01",107,2009-06-01
"NSW","Female","Sentenced","Other","2009/06/01",6,2009-06-01
"NSW","Male","Remamded","ATSI","2009/09/01",473,2009-09-01
"NSW","Female","Remamded","ATSI","2009/09/01",58,2009-09-01
"NSW","Male","Sentenced","ATSI","2009/09/01",NA,2009-09-01
"NSW","Female","Sentenced","ATSI","2009/09/01",NA,2009-09-01
"NSW","Male","Sentenced","ATSI","2009/09/01",1592,2009-09-01
"NSW","Female","Sentenced","ATSI","2009/09/01",171,2009-09-01
"NSW","Male","Remamded","Other","2009/09/01",1737,2009-09-01
"NSW","Female","Remamded","Other","2009/09/01",142,2009-09-01
"NSW","Male","Sentenced","Other","2009/09/01",NA,2009-09-01
"NSW","Female","Sentenced","Other","2009/09/01",NA,2009-09-01
"NSW","Male","Sentenced","Other","2009/09/01",5435,2009-09-01
"NSW","Female","Sentenced","Other","2009/09/01",366,2009-09-01
"NSW","Male","Remamded","Other","2009/09/01",274,2009-09-01
"NSW","Female","Remamded","Other","2009/09/01",22,2009-09-01
"NSW","Male","Sentenced","Other","2009/09/01",NA,2009-09-01
"NSW","Female","Sentenced","Other","2009/09/01",NA,2009-09-01
"NSW","Male","Sentenced","Other","2009/09/01",120,2009-09-01
"NSW","Female","Sentenced","Other","2009/09/01",9,2009-09-01
"NSW","Male","Remamded","ATSI","2009/12/01",445,2009-12-01
"NSW","Female","Remamded","ATSI","2009/12/01",51,2009-12-01
"NSW","Male","Sentenced","ATSI","2009/12/01",NA,2009-12-01
"NSW","Female","Sentenced","ATSI","2009/12/01",NA,2009-12-01
"NSW","Male","Sentenced","ATSI","2009/12/01",1604,2009-12-01
"NSW","Female","Sentenced","ATSI","2009/12/01",174,2009-12-01
"NSW","Male","Remamded","Other","2009/12/01",1656,2009-12-01
"NSW","Female","Remamded","Other","2009/12/01",126,2009-12-01
"NSW","Male","Sentenced","Other","2009/12/01",NA,2009-12-01
"NSW","Female","Sentenced","Other","2009/12/01",NA,2009-12-01
"NSW","Male","Sentenced","Other","2009/12/01",5438,2009-12-01
"NSW","Female","Sentenced","Other","2009/12/01",373,2009-12-01
"NSW","Male","Remamded","Other","2009/12/01",288,2009-12-01
"NSW","Female","Remamded","Other","2009/12/01",30,2009-12-01
"NSW","Male","Sentenced","Other","2009/12/01",NA,2009-12-01
"NSW","Female","Sentenced","Other","2009/12/01",NA,2009-12-01
"NSW","Male","Sentenced","Other","2009/12/01",148,2009-12-01
"NSW","Female","Sentenced","Other","2009/12/01",15,2009-12-01
"NSW","Male","Remamded","ATSI","2010/03/01",472,2010-03-01
"NSW","Female","Remamded","ATSI","2010/03/01",64,2010-03-01
"NSW","Male","Sentenced","ATSI","2010/03/01",NA,2010-03-01
"NSW","Female","Sentenced","ATSI","2010/03/01",NA,2010-03-01
"NSW","Male","Sentenced","ATSI","2010/03/01",1577,2010-03-01
"NSW","Female","Sentenced","ATSI","2010/03/01",163,2010-03-01
"NSW","Male","Remamded","Other","2010/03/01",1739,2010-03-01
"NSW","Female","Remamded","Other","2010/03/01",118,2010-03-01
"NSW","Male","Sentenced","Other","2010/03/01",NA,2010-03-01
"NSW","Female","Sentenced","Other","2010/03/01",NA,2010-03-01
"NSW","Male","Sentenced","Other","2010/03/01",5263,2010-03-01
"NSW","Female","Sentenced","Other","2010/03/01",362,2010-03-01
"NSW","Male","Remamded","Other","2010/03/01",308,2010-03-01
"NSW","Female","Remamded","Other","2010/03/01",35,2010-03-01
"NSW","Male","Sentenced","Other","2010/03/01",NA,2010-03-01
"NSW","Female","Sentenced","Other","2010/03/01",NA,2010-03-01
"NSW","Male","Sentenced","Other","2010/03/01",166,2010-03-01
"NSW","Female","Sentenced","Other","2010/03/01",15,2010-03-01
"NSW","Male","Remamded","ATSI","2010/06/01",522,2010-06-01
"NSW","Female","Remamded","ATSI","2010/06/01",54,2010-06-01
"NSW","Male","Sentenced","ATSI","2010/06/01",NA,2010-06-01
"NSW","Female","Sentenced","ATSI","2010/06/01",NA,2010-06-01
"NSW","Male","Sentenced","ATSI","2010/06/01",1589,2010-06-01
"NSW","Female","Sentenced","ATSI","2010/06/01",166,2010-06-01
"NSW","Male","Remamded","Other","2010/06/01",1733,2010-06-01
"NSW","Female","Remamded","Other","2010/06/01",127,2010-06-01
"NSW","Male","Sentenced","Other","2010/06/01",NA,2010-06-01
"NSW","Female","Sentenced","Other","2010/06/01",NA,2010-06-01
"NSW","Male","Sentenced","Other","2010/06/01",5307,2010-06-01
"NSW","Female","Sentenced","Other","2010/06/01",374,2010-06-01
"NSW","Male","Remamded","Other","2010/06/01",306,2010-06-01
"NSW","Female","Remamded","Other","2010/06/01",36,2010-06-01
"NSW","Male","Sentenced","Other","2010/06/01",NA,2010-06-01
"NSW","Female","Sentenced","Other","2010/06/01",NA,2010-06-01
"NSW","Male","Sentenced","Other","2010/06/01",195,2010-06-01
"NSW","Female","Sentenced","Other","2010/06/01",18,2010-06-01
"NSW","Male","Remamded","ATSI","2010/09/01",470,2010-09-01
"NSW","Female","Remamded","ATSI","2010/09/01",49,2010-09-01
"NSW","Male","Sentenced","ATSI","2010/09/01",NA,2010-09-01
"NSW","Female","Sentenced","ATSI","2010/09/01",NA,2010-09-01
"NSW","Male","Sentenced","ATSI","2010/09/01",1586,2010-09-01
"NSW","Female","Sentenced","ATSI","2010/09/01",155,2010-09-01
"NSW","Male","Remamded","Other","2010/09/01",1688,2010-09-01
"NSW","Female","Remamded","Other","2010/09/01",115,2010-09-01
"NSW","Male","Sentenced","Other","2010/09/01",NA,2010-09-01
"NSW","Female","Sentenced","Other","2010/09/01",NA,2010-09-01
"NSW","Male","Sentenced","Other","2010/09/01",5351,2010-09-01
"NSW","Female","Sentenced","Other","2010/09/01",382,2010-09-01
"NSW","Male","Remamded","Other","2010/09/01",240,2010-09-01
"NSW","Female","Remamded","Other","2010/09/01",29,2010-09-01
"NSW","Male","Sentenced","Other","2010/09/01",NA,2010-09-01
"NSW","Female","Sentenced","Other","2010/09/01",NA,2010-09-01
